invoice_id,line_no,item_id,item_name,quantity,unit,unit_price_ex_vat,line_total_ex_vat
INV-2025-0135,5,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2026-0136,1,it_el_016,LED downlight IP65,2,each,9.5,19.0
INV-2026-0136,2,it_el_003,Twin & earth 1.5mm 100m,2,reel,85.0,170.0
INV-2026-0136,3,it_el_006,Light switch 1-gang,1,each,3.2,3.21
INV-2026-0136,4,it_el_027,Cable clip pack 100,3,pack,4.5,13.51
INV-2026-0136,5,it_el_029,Earth bond cable 10mm,2,metre,2.2,4.41
INV-2024-0137,1,it_cp_014,Decking board 4.8m,2,board,24.0,48.01
INV-2024-0137,2,it_cp_003,Timber C24 2x6 4.8m,4,length,28.0,112.0
INV-2024-0137,3,it_cp_005,Wood screws 5.0x90 box,3,box,22.0,66.0
INV-2024-0137,4,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2024-0137,5,it_cp_016,Fence post treated,2,each,18.0,36.01
INV-2025-0138,1,it_cp_002,Timber C16 2x4 4.8m,4,length,18.0,72.0
INV-2025-0138,2,it_cp_005,Wood screws 5.0x90 box,3,box,22.0,66.0
INV-2025-0138,3,it_cp_006,Butt hinges pair brass,1,pair,6.5,6.5
INV-2025-0138,4,it_cp_022,Door latch set,1,set,8.5,8.51
INV-2025-0138,5,it_cp_003,Timber C24 2x6 4.8m,1,length,28.0,28.0
INV-2025-0139,1,it_pl_014,Kitchen tap chrome,4,unit,75.0,300.0
INV-2025-0139,2,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2025-0139,3,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2025-0139,4,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2025-0139,5,it_pl_007,Pipe clip pack of 10,4,pack,3.2,12.81
INV-2024-0140,1,it_el_019,CCTV camera 4MP,1,each,85.0,85.0
INV-2024-0140,2,it_el_020,CCTV NVR 8-channel,2,unit,220.0,440.0
INV-2024-0140,3,it_el_021,CAT6 cable 100m,2,reel,45.0,90.0
INV-2024-0140,4,it_el_027,Cable clip pack 100,1,pack,4.5,4.5
INV-2024-0140,5,it_el_028,Back box metal 35mm,1,each,1.8,1.8
INV-2026-0141,1,it_pl_003,PTFE tape,3,roll,1.2,3.6
INV-2026-0141,2,it_pl_007,Pipe clip pack of 10,2,pack,3.2,6.41
INV-2026-0141,3,it_pl_018,Pipe insulation 15mm 2m,4,length,4.8,19.2
INV-2026-0141,4,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2026-0141,5,it_pl_006,Lead-free solder 250g,2,pack,8.5,17.0
INV-2025-0142,1,it_cp_009,Engineered oak flooring,2,sqm,42.0,84.0
INV-2025-0142,2,it_cp_011,Floor underlay 15sqm,1,roll,28.0,28.0
INV-2025-0142,3,it_cp_004,Wood screws 4.0x40 box,3,box,14.0,42.01
INV-2025-0142,4,it_cp_012,MDF skirting 18x145mm 4m,3,length,16.0,48.01
INV-2025-0142,5,it_cp_026,Wood filler tub,1,tub,8.0,8.01
INV-2024-0143,1,it_el_018,EV charger 7.4kW type-2,2,unit,420.0,840.0
INV-2024-0143,2,it_el_002,Twin & earth 6mm 50m,2,reel,165.0,330.0
INV-2024-0143,3,it_el_010,MCB 32A type-B,4,each,7.5,30.0
INV-2024-0143,4,it_el_011,RCD 40A 30mA,4,each,28.0,112.0
INV-2024-0143,5,it_el_029,Earth bond cable 10mm,2,metre,2.2,4.41
INV-2024-0144,1,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2024-0144,2,it_cp_026,Wood filler tub,1,tub,8.0,8.01
INV-2024-0144,3,it_cp_004,Wood screws 4.0x40 box,3,box,14.0,42.01
INV-2024-0144,4,it_cp_006,Butt hinges pair brass,1,pair,6.5,6.5
INV-2024-0144,5,it_cp_013,Architrave MDF 4m,1,length,12.0,12.01
INV-2025-0145,1,it_pl_027,Washing machine hose pair,1,pair,12.0,12.01
INV-2025-0145,2,it_pl_001,15mm copper pipe,3,metre,4.5,13.51
INV-2025-0145,3,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2025-0145,4,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2025-0145,5,it_pl_007,Pipe clip pack of 10,2,pack,3.2,6.41
INV-2026-0146,1,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2026-0146,2,it_cp_026,Wood filler tub,4,tub,8.0,32.01
INV-2026-0146,3,it_cp_004,Wood screws 4.0x40 box,2,box,14.0,28.0
INV-2026-0146,4,it_cp_006,Butt hinges pair brass,4,pair,6.5,26.0
INV-2026-0146,5,it_cp_013,Architrave MDF 4m,4,length,12.0,48.01
INV-2026-0147,1,it_pl_012,Electric shower 8.5kW,1,unit,160.0,160.0
INV-2026-0147,2,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2026-0147,3,it_pl_004,15mm compression fitting,4,each,2.5,10.01
INV-2026-0147,4,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2026-0147,5,it_pl_007,Pipe clip pack of 10,2,pack,3.2,6.41
INV-2025-0148,1,it_cp_001,MDF sheet 18mm 8x4,1,sheet,38.0,38.01
INV-2025-0148,2,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2025-0148,3,it_cp_004,Wood screws 4.0x40 box,2,box,14.0,28.0
INV-2025-0148,4,it_cp_006,Butt hinges pair brass,2,pair,6.5,13.01
INV-2025-0148,5,it_cp_021,Handle knob chrome,3,each,4.5,13.51
INV-2025-0149,1,it_pl_011,Bathroom suite white,1,unit,420.0,420.0
INV-2025-0149,2,it_pl_010,Toilet pan and cistern,1,unit,180.0,180.0
INV-2025-0149,3,it_pl_015,Bathroom mixer tap,1,unit,85.0,85.0
INV-2025-0149,4,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2025-0149,5,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2025-0150,1,it_pl_022,Underfloor heating mat,4,sqm,28.0,112.0
INV-2025-0150,2,it_pl_023,Manifold 6-port,1,unit,185.0,185.0
INV-2025-0150,3,it_pl_001,15mm copper pipe,3,metre,4.5,13.51
INV-2025-0150,4,it_pl_004,15mm compression fitting,3,each,2.5,7.5
INV-2025-0150,5,it_pl_008,Radiator valve pair,2,pair,18.0,36.01
